donor_id,PUMA,WGTP,NP,TYPE,VEH,HHT,HINCP,household_income,vehicle_count,household_structure,household_older_adult_presence,weight,household_size
donor_h0003491,08900,4,2,1,0.0,2.0,24600.0,20000_24999,0,other_male_householder,has_65_plus,4.0,2
donor_h0003492,08900,14,2,1,2.0,7.0,60000.0,60000_74999,2,nonfamily_not_living_alone,no_65_plus,14.0,2
donor_h0003493,08900,9,1,1,2.0,6.0,88000.0,75000_99999,2,nonfamily_not_living_alone,no_65_plus,9.0,1
donor_h0003494,08900,68,4,1,3.0,1.0,44500.0,40000_44999,3,married_couple,no_65_plus,68.0,4
donor_h0003495,08900,17,1,1,2.0,4.0,65040.0,60000_74999,2,nonfamily_living_alone,no_65_plus,17.0,1
donor_h0003496,08900,36,1,1,0.0,6.0,11000.0,10000_14999,0,nonfamily_not_living_alone,no_65_plus,36.0,1
donor_h0003497,08900,14,1,1,1.0,4.0,33400.0,30000_34999,1,nonfamily_living_alone,has_65_plus,14.0,1
donor_h0003498,08900,13,1,1,1.0,6.0,16000.0,15000_19999,1,nonfamily_not_living_alone,no_65_plus,13.0,1
donor_h0003499,08900,17,2,1,1.0,7.0,53000.0,50000_59999,1,nonfamily_not_living_alone,no_65_plus,17.0,2
donor_h0003500,08900,13,3,1,1.0,2.0,111730.0,100000_124999,1,other_male_householder,no_65_plus,13.0,3
donor_h0003501,08900,11,2,1,2.0,1.0,0.0,lt_10000,2,married_couple,no_65_plus,11.0,2
donor_h0003502,08900,15,3,1,2.0,3.0,56000.0,50000_59999,2,other_female_householder,no_65_plus,15.0,3
donor_h0003503,08900,15,2,1,2.0,1.0,144000.0,125000_149999,2,married_couple,no_65_plus,15.0,2
donor_h0003504,08900,10,1,1,1.0,6.0,124000.0,100000_124999,1,nonfamily_not_living_alone,no_65_plus,10.0,1
donor_h0003505,08900,14,1,1,2.0,4.0,48200.0,45000_49999,2,nonfamily_living_alone,has_65_plus,14.0,1
donor_h0003506,08900,8,4,1,3.0,3.0,236100.0,200000_plus,3,other_female_householder,has_65_plus,8.0,4
donor_h0003507,08900,13,5,1,4.0,1.0,185000.0,150000_199999,4_plus,married_couple,no_65_plus,13.0,5
donor_h0003508,08900,50,1,1,2.0,4.0,20000.0,20000_24999,2,nonfamily_living_alone,no_65_plus,50.0,1
donor_h0003509,08900,7,2,1,2.0,1.0,51400.0,50000_59999,2,married_couple,has_65_plus,7.0,2
donor_h0003510,08900,14,2,1,0.0,1.0,22700.0,20000_24999,0,married_couple,has_65_plus,14.0,2
donor_h0003511,08900,7,2,1,3.0,1.0,200000.0,200000_plus,3,married_couple,no_65_plus,7.0,2
donor_h0003512,08900,12,4,1,2.0,1.0,84300.0,75000_99999,2,married_couple,no_65_plus,12.0,4
donor_h0003513,08900,11,3,1,1.0,3.0,23000.0,20000_24999,1,other_female_householder,no_65_plus,11.0,3
donor_h0003514,08900,16,1,1,1.0,4.0,12000.0,10000_14999,1,nonfamily_living_alone,no_65_plus,16.0,1
donor_h0003515,08900,30,2,1,3.0,1.0,65000.0,60000_74999,3,married_couple,has_65_plus,30.0,2
donor_h0003516,08900,9,2,1,4.0,1.0,269000.0,200000_plus,4_plus,married_couple,has_65_plus,9.0,2
donor_h0003517,08900,12,1,1,1.0,4.0,18600.0,15000_19999,1,nonfamily_living_alone,no_65_plus,12.0,1
donor_h0003518,08900,14,1,1,1.0,6.0,3900.0,lt_10000,1,nonfamily_not_living_alone,has_65_plus,14.0,1
donor_h0003519,08900,7,3,1,2.0,1.0,99000.0,75000_99999,2,married_couple,no_65_plus,7.0,3
donor_h0003520,08900,10,2,1,1.0,1.0,57700.0,50000_59999,1,married_couple,has_65_plus,10.0,2
donor_h0003521,08900,52,1,1,5.0,4.0,35000.0,35000_39999,4_plus,nonfamily_living_alone,has_65_plus,52.0,1
donor_h0003522,08900,16,4,1,3.0,1.0,89000.0,75000_99999,3,married_couple,no_65_plus,16.0,4
donor_h0003523,08900,30,1,1,1.0,6.0,7200.0,lt_10000,1,nonfamily_not_living_alone,has_65_plus,30.0,1
donor_h0003524,08900,6,2,1,2.0,1.0,388300.0,200000_plus,2,married_couple,has_65_plus,6.0,2
donor_h0003525,08900,15,3,1,2.0,1.0,85200.0,75000_99999,2,married_couple,no_65_plus,15.0,3
donor_h0003526,08900,6,1,1,1.0,4.0,69400.0,60000_74999,1,nonfamily_living_alone,has_65_plus,6.0,1
donor_h0003527,08900,6,3,1,1.0,2.0,6000.0,lt_10000,1,other_male_householder,no_65_plus,6.0,3
donor_h0003528,08900,1,2,1,2.0,1.0,61100.0,60000_74999,2,married_couple,has_65_plus,1.0,2
donor_h0003529,08900,12,3,1,3.0,1.0,63000.0,60000_74999,3,married_couple,no_65_plus,12.0,3
donor_h0003530,08900,3,1,1,1.0,4.0,34400.0,30000_34999,1,nonfamily_living_alone,no_65_plus,3.0,1
donor_h0003531,08900,17,2,1,3.0,1.0,86000.0,75000_99999,3,married_couple,no_65_plus,17.0,2
donor_h0003532,08900,6,2,1,3.0,1.0,40000.0,40000_44999,3,married_couple,no_65_plus,6.0,2
donor_h0003533,08900,13,2,1,1.0,3.0,92000.0,75000_99999,1,other_female_householder,no_65_plus,13.0,2
donor_h0003534,08900,5,2,1,3.0,1.0,21150.0,20000_24999,3,married_couple,no_65_plus,5.0,2
donor_h0003535,08900,7,2,1,0.0,1.0,120000.0,100000_124999,0,married_couple,no_65_plus,7.0,2
donor_h0003536,08900,7,2,1,2.0,3.0,25500.0,25000_29999,2,other_female_householder,has_65_plus,7.0,2
donor_h0003537,08900,4,3,1,4.0,2.0,88800.0,75000_99999,4_plus,other_male_householder,no_65_plus,4.0,3
donor_h0003538,08900,14,4,1,4.0,3.0,33300.0,30000_34999,4_plus,other_female_householder,no_65_plus,14.0,4
donor_h0003539,08900,12,2,1,2.0,1.0,64700.0,60000_74999,2,married_couple,has_65_plus,12.0,2
donor_h0003540,08900,10,1,1,2.0,4.0,90000.0,75000_99999,2,nonfamily_living_alone,has_65_plus,10.0,1
donor_h0003541,08900,11,1,1,1.0,6.0,40800.0,40000_44999,1,nonfamily_not_living_alone,no_65_plus,11.0,1
donor_h0003542,08900,22,4,1,1.0,1.0,47000.0,45000_49999,1,married_couple,no_65_plus,22.0,4
donor_h0003543,08900,12,3,1,5.0,2.0,92800.0,75000_99999,4_plus,other_male_householder,has_65_plus,12.0,3
donor_h0003544,08900,8,2,1,2.0,1.0,70900.0,60000_74999,2,married_couple,has_65_plus,8.0,2
donor_h0003545,08900,13,1,1,1.0,6.0,60000.0,60000_74999,1,nonfamily_not_living_alone,no_65_plus,13.0,1
donor_h0003546,08900,10,4,1,2.0,1.0,113200.0,100000_124999,2,married_couple,no_65_plus,10.0,4
donor_h0003547,08900,13,3,1,3.0,1.0,370000.0,200000_plus,3,married_couple,no_65_plus,13.0,3
donor_h0003548,08900,6,2,1,3.0,2.0,45200.0,45000_49999,3,other_male_householder,has_65_plus,6.0,2
donor_h0003549,08900,3,3,1,1.0,3.0,75000.0,75000_99999,1,other_female_householder,no_65_plus,3.0,3
donor_h0003550,08900,10,7,1,2.0,1.0,113000.0,100000_124999,2,married_couple,no_65_plus,10.0,7
donor_h0003551,08900,13,2,1,2.0,1.0,114100.0,100000_124999,2,married_couple,has_65_plus,13.0,2
donor_h0003552,08900,13,2,1,3.0,1.0,53300.0,50000_59999,3,married_couple,has_65_plus,13.0,2
donor_h0003553,08900,10,2,1,2.0,1.0,103000.0,100000_124999,2,married_couple,no_65_plus,10.0,2
donor_h0003554,08900,10,2,1,3.0,1.0,89100.0,75000_99999,3,married_couple,has_65_plus,10.0,2
donor_h0003555,08900,14,2,1,1.0,3.0,51500.0,50000_59999,1,other_female_householder,has_65_plus,14.0,2
donor_h0003556,08900,14,2,1,3.0,1.0,17600.0,15000_19999,3,married_couple,has_65_plus,14.0,2
donor_h0003557,08900,11,2,1,2.0,1.0,43260.0,40000_44999,2,married_couple,has_65_plus,11.0,2
donor_h0003558,08900,15,3,1,1.0,5.0,76800.0,75000_99999,1,nonfamily_living_alone,has_65_plus,15.0,3
donor_h0003559,08900,15,2,1,2.0,1.0,82700.0,75000_99999,2,married_couple,has_65_plus,15.0,2
donor_h0003560,08900,13,2,1,3.0,1.0,116600.0,100000_124999,3,married_couple,has_65_plus,13.0,2
donor_h0003561,08900,19,2,1,2.0,1.0,47600.0,45000_49999,2,married_couple,has_65_plus,19.0,2
donor_h0003562,08900,5,1,1,1.0,6.0,52000.0,50000_59999,1,nonfamily_not_living_alone,has_65_plus,5.0,1
donor_h0003563,08900,41,1,1,2.0,4.0,2000.0,lt_10000,2,nonfamily_living_alone,has_65_plus,41.0,1
donor_h0003564,08900,11,5,1,5.0,1.0,97700.0,75000_99999,4_plus,married_couple,no_65_plus,11.0,5
donor_h0003565,08900,14,1,1,2.0,4.0,42500.0,40000_44999,2,nonfamily_living_alone,has_65_plus,14.0,1
donor_h0003566,08900,15,3,1,3.0,1.0,53300.0,50000_59999,3,married_couple,has_65_plus,15.0,3
donor_h0003567,08900,60,1,1,1.0,6.0,10000.0,10000_14999,1,nonfamily_not_living_alone,no_65_plus,60.0,1
donor_h0003568,08900,12,1,1,1.0,6.0,12500.0,10000_14999,1,nonfamily_not_living_alone,has_65_plus,12.0,1
donor_h0003569,08900,10,1,1,3.0,4.0,18000.0,15000_19999,3,nonfamily_living_alone,has_65_plus,10.0,1
donor_h0003570,08900,2,2,1,1.0,1.0,26800.0,25000_29999,1,married_couple,no_65_plus,2.0,2
donor_h0003571,08900,6,3,1,3.0,3.0,112000.0,100000_124999,3,other_female_householder,has_65_plus,6.0,3
donor_h0003572,08900,9,1,1,1.0,6.0,20590.0,20000_24999,1,nonfamily_not_living_alone,has_65_plus,9.0,1
donor_h0003573,08900,12,2,1,2.0,1.0,81600.0,75000_99999,2,married_couple,has_65_plus,12.0,2
donor_h0003574,08900,10,4,1,4.0,2.0,80600.0,75000_99999,4_plus,other_male_householder,has_65_plus,10.0,4
donor_h0003575,08900,20,6,1,3.0,3.0,133800.0,125000_149999,3,other_female_householder,has_65_plus,20.0,6
donor_h0003576,08900,23,1,1,1.0,6.0,35000.0,35000_39999,1,nonfamily_not_living_alone,no_65_plus,23.0,1
donor_h0003577,08900,14,2,1,1.0,7.0,14400.0,10000_14999,1,nonfamily_not_living_alone,has_65_plus,14.0,2
donor_h0003578,08900,5,2,1,3.0,1.0,106400.0,100000_124999,3,married_couple,has_65_plus,5.0,2
donor_h0003579,08900,9,4,1,3.0,1.0,121000.0,100000_124999,3,married_couple,no_65_plus,9.0,4
donor_h0003580,08900,14,1,1,0.0,6.0,16800.0,15000_19999,0,nonfamily_not_living_alone,has_65_plus,14.0,1
donor_h0003581,08900,32,1,1,1.0,6.0,0.0,lt_10000,1,nonfamily_not_living_alone,no_65_plus,32.0,1
donor_h0003582,08900,14,5,1,2.0,1.0,112000.0,100000_124999,2,married_couple,no_65_plus,14.0,5
donor_h0003583,08900,13,1,1,2.0,4.0,29500.0,25000_29999,2,nonfamily_living_alone,has_65_plus,13.0,1
donor_h0003584,08900,7,3,1,2.0,1.0,17300.0,15000_19999,2,married_couple,has_65_plus,7.0,3
donor_h0003585,08900,14,5,1,4.0,1.0,189200.0,150000_199999,4_plus,married_couple,no_65_plus,14.0,5
donor_h0003586,08900,13,1,1,3.0,6.0,17900.0,15000_19999,3,nonfamily_not_living_alone,no_65_plus,13.0,1
donor_h0003587,08900,12,2,1,2.0,1.0,33300.0,30000_34999,2,married_couple,has_65_plus,12.0,2
donor_h0003588,08900,21,1,1,1.0,4.0,21200.0,20000_24999,1,nonfamily_living_alone,has_65_plus,21.0,1
donor_h0003589,08900,17,1,1,1.0,4.0,104000.0,100000_124999,1,nonfamily_living_alone,has_65_plus,17.0,1
donor_h0003590,08900,16,1,1,1.0,6.0,25600.0,25000_29999,1,nonfamily_not_living_alone,has_65_plus,16.0,1
donor_h0003591,08900,15,2,1,1.0,1.0,49000.0,45000_49999,1,married_couple,no_65_plus,15.0,2
donor_h0003592,08900,10,4,1,3.0,1.0,129000.0,125000_149999,3,married_couple,no_65_plus,10.0,4
donor_h0003593,08900,16,4,1,2.0,1.0,45000.0,45000_49999,2,married_couple,no_65_plus,16.0,4
donor_h0003594,08900,7,2,1,1.0,1.0,30700.0,30000_34999,1,married_couple,has_65_plus,7.0,2
donor_h0003595,08900,25,2,1,2.0,1.0,35960.0,35000_39999,2,married_couple,has_65_plus,25.0,2
donor_h0003596,08900,13,2,1,2.0,1.0,69300.0,60000_74999,2,married_couple,has_65_plus,13.0,2
donor_h0003597,08900,6,2,1,1.0,3.0,10800.0,10000_14999,1,other_female_householder,no_65_plus,6.0,2
donor_h0003598,08900,23,3,1,4.0,1.0,158500.0,150000_199999,4_plus,married_couple,no_65_plus,23.0,3
donor_h0003599,08900,34,4,1,3.0,1.0,58000.0,50000_59999,3,married_couple,no_65_plus,34.0,4
donor_h0003600,08900,7,1,1,1.0,4.0,242000.0,200000_plus,1,nonfamily_living_alone,no_65_plus,7.0,1
donor_h0003601,08900,11,2,1,2.0,2.0,77000.0,75000_99999,2,other_male_householder,has_65_plus,11.0,2
donor_h0003602,08900,21,2,1,4.0,1.0,131400.0,125000_149999,4_plus,married_couple,has_65_plus,21.0,2
donor_h0003603,08900,12,3,1,3.0,1.0,244780.0,200000_plus,3,married_couple,has_65_plus,12.0,3
donor_h0003604,08900,9,2,1,2.0,1.0,63800.0,60000_74999,2,married_couple,has_65_plus,9.0,2
donor_h0003605,08900,9,3,1,2.0,1.0,179200.0,150000_199999,2,married_couple,no_65_plus,9.0,3
donor_h0003606,08900,9,4,1,3.0,1.0,336000.0,200000_plus,3,married_couple,no_65_plus,9.0,4
donor_h0003607,08900,16,4,1,2.0,1.0,110000.0,100000_124999,2,married_couple,no_65_plus,16.0,4
donor_h0003608,08900,4,3,1,3.0,1.0,77260.0,75000_99999,3,married_couple,no_65_plus,4.0,3
donor_h0003609,08900,15,4,1,3.0,2.0,57900.0,50000_59999,3,other_male_householder,no_65_plus,15.0,4
donor_h0003610,08900,19,1,1,0.0,6.0,47200.0,45000_49999,0,nonfamily_not_living_alone,has_65_plus,19.0,1
donor_h0003611,08900,16,3,1,3.0,7.0,24000.0,20000_24999,3,nonfamily_not_living_alone,no_65_plus,16.0,3
donor_h0003612,08900,37,3,1,2.0,3.0,16800.0,15000_19999,2,other_female_householder,has_65_plus,37.0,3
donor_h0003613,08900,41,2,1,1.0,1.0,60000.0,60000_74999,1,married_couple,no_65_plus,41.0,2
donor_h0003614,08900,10,1,1,0.0,6.0,62000.0,60000_74999,0,nonfamily_not_living_alone,has_65_plus,10.0,1
donor_h0003615,08900,29,4,1,3.0,2.0,45400.0,45000_49999,3,other_male_householder,no_65_plus,29.0,4
donor_h0003616,08900,14,2,1,2.0,1.0,69600.0,60000_74999,2,married_couple,no_65_plus,14.0,2
donor_h0003617,08900,9,2,1,3.0,1.0,53800.0,50000_59999,3,married_couple,has_65_plus,9.0,2
donor_h0003618,08900,49,3,1,2.0,2.0,111000.0,100000_124999,2,other_male_householder,no_65_plus,49.0,3
donor_h0003619,08900,12,2,1,2.0,1.0,69600.0,60000_74999,2,married_couple,has_65_plus,12.0,2
donor_h0003620,08900,17,2,1,2.0,1.0,408000.0,200000_plus,2,married_couple,has_65_plus,17.0,2
donor_h0003621,08900,21,4,1,2.0,1.0,200000.0,200000_plus,2,married_couple,no_65_plus,21.0,4
donor_h0003622,08900,10,4,1,3.0,1.0,35300.0,35000_39999,3,married_couple,no_65_plus,10.0,4
donor_h0003623,08900,12,1,1,0.0,6.0,10600.0,10000_14999,0,nonfamily_not_living_alone,has_65_plus,12.0,1
donor_h0003624,08900,13,4,1,3.0,1.0,24000.0,20000_24999,3,married_couple,no_65_plus,13.0,4
donor_h0003625,08900,16,4,1,3.0,1.0,117000.0,100000_124999,3,married_couple,no_65_plus,16.0,4
donor_h0003626,08900,17,2,1,1.0,1.0,3400.0,lt_10000,1,married_couple,no_65_plus,17.0,2
donor_h0003627,08900,12,1,1,1.0,4.0,19000.0,15000_19999,1,nonfamily_living_alone,no_65_plus,12.0,1
donor_h0003628,08900,14,1,1,1.0,6.0,13000.0,10000_14999,1,nonfamily_not_living_alone,no_65_plus,14.0,1
donor_h0003629,08900,8,1,1,1.0,4.0,35300.0,35000_39999,1,nonfamily_living_alone,has_65_plus,8.0,1
donor_h0003630,08900,15,2,1,2.0,1.0,76300.0,75000_99999,2,married_couple,has_65_plus,15.0,2
donor_h0003631,08900,13,2,1,3.0,1.0,97500.0,75000_99999,3,married_couple,has_65_plus,13.0,2
donor_h0003632,08900,7,1,1,1.0,6.0,30300.0,30000_34999,1,nonfamily_not_living_alone,has_65_plus,7.0,1
donor_h0003633,08900,15,3,1,2.0,1.0,67400.0,60000_74999,2,married_couple,no_65_plus,15.0,3
donor_h0003634,08900,31,4,1,3.0,1.0,165000.0,150000_199999,3,married_couple,no_65_plus,31.0,4
donor_h0003635,08900,10,3,1,2.0,2.0,32600.0,30000_34999,2,other_male_householder,no_65_plus,10.0,3
donor_h0003636,08900,24,4,1,4.0,1.0,92000.0,75000_99999,4_plus,married_couple,no_65_plus,24.0,4
donor_h0003637,08900,24,2,1,2.0,1.0,18000.0,15000_19999,2,married_couple,no_65_plus,24.0,2
donor_h0003638,08900,21,1,1,2.0,6.0,25000.0,25000_29999,2,nonfamily_not_living_alone,no_65_plus,21.0,1
donor_h0003639,08900,23,2,1,2.0,1.0,27040.0,25000_29999,2,married_couple,has_65_plus,23.0,2
donor_h0003640,08900,7,2,1,3.0,1.0,142000.0,125000_149999,3,married_couple,no_65_plus,7.0,2
donor_h0003641,08900,10,2,1,1.0,1.0,31200.0,30000_34999,1,married_couple,has_65_plus,10.0,2
donor_h0003642,08900,9,2,1,2.0,1.0,92700.0,75000_99999,2,married_couple,has_65_plus,9.0,2
donor_h0003643,08900,11,2,1,3.0,1.0,48500.0,45000_49999,3,married_couple,has_65_plus,11.0,2
donor_h0003644,08900,13,3,1,3.0,1.0,127000.0,125000_149999,3,married_couple,no_65_plus,13.0,3
donor_h0003645,08900,12,4,1,2.0,1.0,30000.0,30000_34999,2,married_couple,no_65_plus,12.0,4
donor_h0003646,08900,24,2,1,3.0,1.0,138500.0,125000_149999,3,married_couple,no_65_plus,24.0,2
donor_h0003647,08900,6,2,1,2.0,2.0,52000.0,50000_59999,2,other_male_householder,no_65_plus,6.0,2
donor_h0003648,08900,11,2,1,2.0,1.0,128000.0,125000_149999,2,married_couple,no_65_plus,11.0,2
donor_h0003649,08900,6,1,1,1.0,6.0,12000.0,10000_14999,1,nonfamily_not_living_alone,has_65_plus,6.0,1
donor_h0003650,08900,8,1,1,1.0,6.0,68000.0,60000_74999,1,nonfamily_not_living_alone,has_65_plus,8.0,1
donor_h0003651,08900,12,3,1,6.0,1.0,268500.0,200000_plus,4_plus,married_couple,no_65_plus,12.0,3
donor_h0003652,08900,13,3,1,2.0,5.0,22200.0,20000_24999,2,nonfamily_living_alone,no_65_plus,13.0,3
donor_h0003653,08900,6,2,1,3.0,7.0,172000.0,150000_199999,3,nonfamily_not_living_alone,no_65_plus,6.0,2
donor_h0003654,08900,14,4,1,3.0,3.0,101100.0,100000_124999,3,other_female_householder,has_65_plus,14.0,4
donor_h0003655,08900,10,1,1,1.0,4.0,7800.0,lt_10000,1,nonfamily_living_alone,no_65_plus,10.0,1
donor_h0003656,08900,18,2,1,1.0,3.0,48900.0,45000_49999,1,other_female_householder,has_65_plus,18.0,2
donor_h0003657,08900,34,1,1,1.0,6.0,0.0,lt_10000,1,nonfamily_not_living_alone,has_65_plus,34.0,1
donor_h0003658,08900,33,3,1,3.0,1.0,109100.0,100000_124999,3,married_couple,no_65_plus,33.0,3
donor_h0003659,08900,16,3,1,3.0,1.0,102700.0,100000_124999,3,married_couple,no_65_plus,16.0,3
donor_h0003660,08900,11,4,1,4.0,1.0,52000.0,50000_59999,4_plus,married_couple,no_65_plus,11.0,4
donor_h0003661,08900,50,1,1,1.0,4.0,40000.0,40000_44999,1,nonfamily_living_alone,has_65_plus,50.0,1
donor_h0003662,08900,14,1,1,1.0,6.0,1300.0,lt_10000,1,nonfamily_not_living_alone,has_65_plus,14.0,1
donor_h0003663,08900,20,2,1,2.0,1.0,50000.0,50000_59999,2,married_couple,no_65_plus,20.0,2
donor_h0003664,08900,16,2,1,1.0,1.0,52100.0,50000_59999,1,married_couple,has_65_plus,16.0,2
donor_h0003665,08900,44,3,1,1.0,3.0,73300.0,60000_74999,1,other_female_householder,has_65_plus,44.0,3
donor_h0003666,08900,15,5,1,3.0,1.0,85000.0,75000_99999,3,married_couple,no_65_plus,15.0,5
donor_h0003667,08900,11,1,1,0.0,6.0,17100.0,15000_19999,0,nonfamily_not_living_alone,has_65_plus,11.0,1
donor_h0003668,08900,36,2,1,2.0,3.0,118000.0,100000_124999,2,other_female_householder,no_65_plus,36.0,2
donor_h0003669,08900,7,1,1,1.0,4.0,11000.0,10000_14999,1,nonfamily_living_alone,has_65_plus,7.0,1
donor_h0003670,08900,11,2,1,2.0,1.0,36100.0,35000_39999,2,married_couple,has_65_plus,11.0,2
donor_h0003671,08900,42,2,1,2.0,3.0,40600.0,40000_44999,2,other_female_householder,has_65_plus,42.0,2
donor_h0003672,08900,14,1,1,3.0,4.0,44020.0,40000_44999,3,nonfamily_living_alone,has_65_plus,14.0,1
donor_h0003673,08900,19,2,1,2.0,1.0,150500.0,150000_199999,2,married_couple,has_65_plus,19.0,2
donor_h0003674,08900,14,2,1,2.0,1.0,46200.0,45000_49999,2,married_couple,no_65_plus,14.0,2
donor_h0003675,08900,5,3,1,3.0,1.0,106600.0,100000_124999,3,married_couple,has_65_plus,5.0,3
donor_h0003676,08900,21,2,1,2.0,1.0,155000.0,150000_199999,2,married_couple,no_65_plus,21.0,2
donor_h0003677,08900,3,5,1,2.0,1.0,10500.0,10000_14999,2,married_couple,no_65_plus,3.0,5
donor_h0003678,08900,3,2,1,3.0,1.0,89000.0,75000_99999,3,married_couple,no_65_plus,3.0,2
donor_h0003679,08900,6,4,1,0.0,1.0,249000.0,200000_plus,0,married_couple,no_65_plus,6.0,4
donor_h0003680,08900,11,2,1,2.0,1.0,59000.0,50000_59999,2,married_couple,no_65_plus,11.0,2
donor_h0003681,08900,6,2,1,2.0,1.0,64000.0,60000_74999,2,married_couple,has_65_plus,6.0,2
donor_h0003682,08900,24,1,1,1.0,6.0,1600.0,lt_10000,1,nonfamily_not_living_alone,no_65_plus,24.0,1
donor_h0003683,08900,18,2,1,2.0,1.0,128600.0,125000_149999,2,married_couple,has_65_plus,18.0,2
donor_h0003684,08900,18,1,1,1.0,4.0,60000.0,60000_74999,1,nonfamily_living_alone,no_65_plus,18.0,1
donor_h0003685,08900,7,2,1,1.0,1.0,32750.0,30000_34999,1,married_couple,has_65_plus,7.0,2
donor_h0003686,08900,12,2,1,2.0,1.0,205250.0,200000_plus,2,married_couple,no_65_plus,12.0,2
donor_h0003687,08900,24,1,1,0.0,4.0,25000.0,25000_29999,0,nonfamily_living_alone,no_65_plus,24.0,1
donor_h0003688,08900,16,2,1,2.0,1.0,112600.0,100000_124999,2,married_couple,has_65_plus,16.0,2
donor_h0003689,08900,8,2,1,2.0,7.0,13900.0,10000_14999,2,nonfamily_not_living_alone,no_65_plus,8.0,2
donor_h0003690,08900,34,2,1,2.0,1.0,72900.0,60000_74999,2,married_couple,has_65_plus,34.0,2
donor_h0003691,08900,12,3,1,3.0,3.0,80300.0,75000_99999,3,other_female_householder,has_65_plus,12.0,3
donor_h0003692,08900,22,3,1,0.0,1.0,20600.0,20000_24999,0,married_couple,no_65_plus,22.0,3
donor_h0003693,08900,5,4,1,4.0,1.0,76800.0,75000_99999,4_plus,married_couple,has_65_plus,5.0,4
donor_h0003694,08900,14,2,1,2.0,1.0,54000.0,50000_59999,2,married_couple,has_65_plus,14.0,2
donor_h0003695,08900,16,5,1,1.0,3.0,29600.0,25000_29999,1,other_female_householder,no_65_plus,16.0,5
donor_h0003696,08900,15,2,1,2.0,1.0,43200.0,40000_44999,2,married_couple,has_65_plus,15.0,2
donor_h0003697,08900,47,1,1,1.0,4.0,15600.0,15000_19999,1,nonfamily_living_alone,has_65_plus,47.0,1
donor_h0003698,08900,7,2,1,2.0,1.0,50500.0,50000_59999,2,married_couple,has_65_plus,7.0,2
donor_h0003699,08900,7,1,1,1.0,6.0,16500.0,15000_19999,1,nonfamily_not_living_alone,no_65_plus,7.0,1
donor_h0003700,08900,12,1,1,2.0,6.0,12190.0,10000_14999,2,nonfamily_not_living_alone,no_65_plus,12.0,1
donor_h0003701,08900,10,2,1,2.0,1.0,29500.0,25000_29999,2,married_couple,has_65_plus,10.0,2
donor_h0003702,08900,16,2,1,3.0,1.0,125700.0,125000_149999,3,married_couple,has_65_plus,16.0,2
donor_h0003703,08900,14,6,1,3.0,3.0,52400.0,50000_59999,3,other_female_householder,no_65_plus,14.0,6
donor_h0003704,08900,15,3,1,1.0,1.0,149100.0,125000_149999,1,married_couple,no_65_plus,15.0,3
donor_h0003705,08900,5,1,1,3.0,6.0,36000.0,35000_39999,3,nonfamily_not_living_alone,has_65_plus,5.0,1
donor_h0003706,08900,10,1,1,1.0,4.0,26250.0,25000_29999,1,nonfamily_living_alone,has_65_plus,10.0,1
donor_h0003707,08900,14,1,1,1.0,6.0,95000.0,75000_99999,1,nonfamily_not_living_alone,has_65_plus,14.0,1
donor_h0003708,08900,12,2,1,2.0,1.0,114930.0,100000_124999,2,married_couple,has_65_plus,12.0,2
donor_h0003709,08900,9,1,1,1.0,6.0,50900.0,50000_59999,1,nonfamily_not_living_alone,has_65_plus,9.0,1
donor_h0003710,08900,15,3,1,3.0,7.0,68410.0,60000_74999,3,nonfamily_not_living_alone,no_65_plus,15.0,3
donor_h0003711,08900,4,2,1,6.0,1.0,120700.0,100000_124999,4_plus,married_couple,has_65_plus,4.0,2
donor_h0003712,08900,24,2,1,1.0,2.0,37100.0,35000_39999,1,other_male_householder,has_65_plus,24.0,2
donor_h0003713,08900,13,2,1,3.0,3.0,97300.0,75000_99999,3,other_female_householder,has_65_plus,13.0,2
donor_h0003714,08900,3,1,1,3.0,4.0,6600.0,lt_10000,3,nonfamily_living_alone,no_65_plus,3.0,1
donor_h0003715,08900,15,1,1,1.0,4.0,43400.0,40000_44999,1,nonfamily_living_alone,has_65_plus,15.0,1
donor_h0003716,08900,32,1,1,1.0,6.0,1900.0,lt_10000,1,nonfamily_not_living_alone,no_65_plus,32.0,1
donor_h0003717,08900,20,2,1,1.0,3.0,57000.0,50000_59999,1,other_female_householder,no_65_plus,20.0,2
donor_h0003718,08900,61,2,1,3.0,1.0,64000.0,60000_74999,3,married_couple,no_65_plus,61.0,2
donor_h0003719,08900,14,3,1,2.0,1.0,262500.0,200000_plus,2,married_couple,no_65_plus,14.0,3
donor_h0003720,08900,10,2,1,2.0,1.0,37400.0,35000_39999,2,married_couple,has_65_plus,10.0,2
donor_h0003721,08900,19,1,1,1.0,4.0,372000.0,200000_plus,1,nonfamily_living_alone,no_65_plus,19.0,1
donor_h0003722,08900,42,3,1,2.0,2.0,93800.0,75000_99999,2,other_male_householder,no_65_plus,42.0,3
donor_h0003723,08900,11,2,1,2.0,1.0,88000.0,75000_99999,2,married_couple,has_65_plus,11.0,2
donor_h0003724,08900,8,2,1,2.0,1.0,49900.0,45000_49999,2,married_couple,has_65_plus,8.0,2
donor_h0003725,08900,17,3,1,0.0,1.0,14400.0,10000_14999,0,married_couple,no_65_plus,17.0,3
donor_h0003726,08900,22,2,1,4.0,1.0,98700.0,75000_99999,4_plus,married_couple,has_65_plus,22.0,2
donor_h0003727,08900,11,1,1,0.0,4.0,5500.0,lt_10000,0,nonfamily_living_alone,no_65_plus,11.0,1
