sample_id,source_puma,vintage,weight,household_size,household_income,vehicle_count,household_structure,household_older_adult_presence,householder_age_group,hincp_2018_dollars,vehicles_raw,hht_raw
pums_ca_08900_02455,0608900,2018,2,4,30000_34999,2,married_couple,no_65_plus,35_64,32500,2,1
pums_ca_08900_02456,0608900,2018,14,1,15000_19999,2,nonfamily_living_alone,has_65_plus,65_plus,17000,2,4
pums_ca_08900_02457,0608900,2018,11,1,60000_74999,0,nonfamily_not_living_alone,has_65_plus,65_plus,68000,0,6
pums_ca_08900_02458,0608900,2018,4,1,25000_29999,2,nonfamily_not_living_alone,has_65_plus,65_plus,27600,2,6
pums_ca_08900_02459,0608900,2018,10,3,60000_74999,2,married_couple,has_65_plus,35_64,73800,2,1
pums_ca_08900_02460,0608900,2018,13,1,45000_49999,1,nonfamily_living_alone,no_65_plus,35_64,47500,1,4
pums_ca_08900_02461,0608900,2018,10,1,10000_14999,0,nonfamily_not_living_alone,no_65_plus,35_64,11100,0,6
pums_ca_08900_02462,0608900,2018,11,1,125000_149999,4_plus,nonfamily_living_alone,no_65_plus,35_64,144000,6,4
pums_ca_08900_02463,0608900,2018,5,1,25000_29999,3,nonfamily_living_alone,has_65_plus,65_plus,28400,3,4
pums_ca_08900_02464,0608900,2018,20,1,35000_39999,2,nonfamily_not_living_alone,has_65_plus,65_plus,37000,2,6
pums_ca_08900_02465,0608900,2018,59,1,50000_59999,1,nonfamily_living_alone,no_65_plus,35_64,50000,1,4
pums_ca_08900_02466,0608900,2018,9,1,25000_29999,1,nonfamily_not_living_alone,has_65_plus,65_plus,29400,1,6
pums_ca_08900_02467,0608900,2018,21,1,10000_14999,0,nonfamily_living_alone,has_65_plus,65_plus,11500,0,4
pums_ca_08900_02468,0608900,2018,41,6,150000_199999,4_plus,married_couple,no_65_plus,35_64,159100,6,1
pums_ca_08900_02469,0608900,2018,8,2,75000_99999,1,married_couple,has_65_plus,65_plus,78100,1,1
pums_ca_08900_02470,0608900,2018,8,2,60000_74999,2,married_couple,has_65_plus,35_64,66400,2,1
pums_ca_08900_02471,0608900,2018,13,3,100000_124999,3,married_couple,no_65_plus,35_64,110030,3,1
pums_ca_08900_02472,0608900,2018,8,2,125000_149999,2,married_couple,no_65_plus,35_64,142000,2,1
pums_ca_08900_02473,0608900,2018,3,2,20000_24999,3,married_couple,has_65_plus,35_64,22230,3,1
pums_ca_08900_02474,0608900,2018,11,1,60000_74999,1,nonfamily_not_living_alone,no_65_plus,35_64,62000,1,6
pums_ca_08900_02475,0608900,2018,7,1,lt_10000,1,nonfamily_not_living_alone,no_65_plus,35_64,4100,1,6
pums_ca_08900_02476,0608900,2018,24,1,25000_29999,1,nonfamily_not_living_alone,has_65_plus,65_plus,25700,1,6
pums_ca_08900_02477,0608900,2018,10,2,200000_plus,3,married_couple,no_65_plus,35_64,438000,3,1
pums_ca_08900_02478,0608900,2018,35,1,10000_14999,1,nonfamily_not_living_alone,no_65_plus,35_64,13600,1,6
pums_ca_08900_02479,0608900,2018,10,4,75000_99999,2,married_couple,no_65_plus,18_34,90000,2,1
pums_ca_08900_02480,0608900,2018,9,4,35000_39999,1,other_female_householder,no_65_plus,35_64,37000,1,3
pums_ca_08900_02481,0608900,2018,14,1,15000_19999,0,nonfamily_living_alone,no_65_plus,18_34,18200,0,4
pums_ca_08900_02482,0608900,2018,2,2,15000_19999,2,married_couple,has_65_plus,65_plus,16800,2,1
pums_ca_08900_02483,0608900,2018,11,2,200000_plus,2,nonfamily_not_living_alone,has_65_plus,35_64,231800,2,7
pums_ca_08900_02484,0608900,2018,38,1,40000_44999,1,nonfamily_living_alone,no_65_plus,35_64,40000,1,4
pums_ca_08900_02485,0608900,2018,10,3,60000_74999,3,married_couple,no_65_plus,35_64,61920,3,1
pums_ca_08900_02486,0608900,2018,10,4,35000_39999,2,married_couple,no_65_plus,35_64,35000,2,1
pums_ca_08900_02487,0608900,2018,15,1,60000_74999,2,nonfamily_not_living_alone,no_65_plus,35_64,65000,2,6
pums_ca_08900_02488,0608900,2018,8,3,75000_99999,3,other_male_householder,has_65_plus,65_plus,95510,3,2
pums_ca_08900_02489,0608900,2018,15,1,45000_49999,1,nonfamily_not_living_alone,has_65_plus,65_plus,46000,1,6
pums_ca_08900_02490,0608900,2018,29,2,45000_49999,1,married_couple,no_65_plus,35_64,45000,1,1
pums_ca_08900_02491,0608900,2018,13,1,30000_34999,1,nonfamily_not_living_alone,has_65_plus,65_plus,31940,1,6
pums_ca_08900_02492,0608900,2018,42,4,100000_124999,4_plus,married_couple,no_65_plus,35_64,105000,4,1
pums_ca_08900_02493,0608900,2018,44,1,50000_59999,1,nonfamily_not_living_alone,has_65_plus,65_plus,51000,1,6
pums_ca_08900_02494,0608900,2018,17,5,40000_44999,3,married_couple,has_65_plus,65_plus,43000,3,1
pums_ca_08900_02495,0608900,2018,48,1,25000_29999,1,nonfamily_not_living_alone,has_65_plus,65_plus,25600,1,6
pums_ca_08900_02496,0608900,2018,49,1,lt_10000,1,nonfamily_living_alone,no_65_plus,35_64,0,1,4
pums_ca_08900_02497,0608900,2018,22,2,25000_29999,2,married_couple,has_65_plus,35_64,26900,2,1
pums_ca_08900_02498,0608900,2018,2,3,125000_149999,4_plus,other_male_householder,no_65_plus,35_64,146000,4,2
pums_ca_08900_02499,0608900,2018,14,1,10000_14999,1,nonfamily_living_alone,no_65_plus,18_34,10000,1,4
pums_ca_08900_02500,0608900,2018,15,2,60000_74999,3,married_couple,has_65_plus,65_plus,74620,3,1
pums_ca_08900_02501,0608900,2018,4,2,30000_34999,2,married_couple,has_65_plus,65_plus,33000,2,1
pums_ca_08900_02502,0608900,2018,2,1,60000_74999,1,nonfamily_living_alone,has_65_plus,65_plus,62000,1,4
pums_ca_08900_02503,0608900,2018,14,2,25000_29999,2,married_couple,has_65_plus,65_plus,25100,2,1
pums_ca_08900_02504,0608900,2018,24,5,20000_24999,1,other_female_householder,no_65_plus,18_34,23000,1,3
pums_ca_08900_02505,0608900,2018,8,2,200000_plus,3,married_couple,no_65_plus,35_64,283001,3,1
pums_ca_08900_02506,0608900,2018,11,1,lt_10000,1,nonfamily_not_living_alone,has_65_plus,65_plus,5100,1,6
pums_ca_08900_02507,0608900,2018,10,2,10000_14999,4_plus,married_couple,has_65_plus,65_plus,11800,4,1
pums_ca_08900_02508,0608900,2018,21,5,125000_149999,1,married_couple,no_65_plus,35_64,145500,1,1
pums_ca_08900_02509,0608900,2018,9,1,15000_19999,1,nonfamily_living_alone,has_65_plus,65_plus,15100,1,4
pums_ca_08900_02510,0608900,2018,17,1,35000_39999,1,nonfamily_not_living_alone,has_65_plus,65_plus,38800,1,6
pums_ca_08900_02511,0608900,2018,35,2,100000_124999,2,married_couple,no_65_plus,35_64,118000,2,1
pums_ca_08900_02512,0608900,2018,57,4,35000_39999,2,nonfamily_not_living_alone,no_65_plus,18_34,36000,2,7
pums_ca_08900_02513,0608900,2018,34,2,lt_10000,0,other_female_householder,no_65_plus,35_64,0,0,3
pums_ca_08900_02514,0608900,2018,15,2,50000_59999,1,other_female_householder,no_65_plus,35_64,51600,1,3
pums_ca_08900_02515,0608900,2018,10,1,40000_44999,1,nonfamily_not_living_alone,no_65_plus,35_64,40000,1,6
pums_ca_08900_02516,0608900,2018,10,5,15000_19999,1,other_female_householder,no_65_plus,18_34,18600,1,3
pums_ca_08900_02517,0608900,2018,11,2,30000_34999,1,other_female_householder,has_65_plus,65_plus,32700,1,3
pums_ca_08900_02518,0608900,2018,17,1,lt_10000,2,nonfamily_not_living_alone,no_65_plus,35_64,0,2,6
pums_ca_08900_02519,0608900,2018,8,4,60000_74999,2,married_couple,no_65_plus,35_64,62000,2,1
pums_ca_08900_02520,0608900,2018,7,1,15000_19999,2,nonfamily_not_living_alone,no_65_plus,35_64,18200,2,6
pums_ca_08900_02521,0608900,2018,13,2,200000_plus,3,married_couple,no_65_plus,35_64,592000,3,1
pums_ca_08900_02522,0608900,2018,9,1,20000_24999,0,nonfamily_living_alone,has_65_plus,65_plus,23500,0,4
pums_ca_08900_02523,0608900,2018,14,1,40000_44999,1,nonfamily_living_alone,no_65_plus,35_64,40000,1,4
pums_ca_08900_02524,0608900,2018,42,4,50000_59999,2,married_couple,no_65_plus,35_64,55000,2,1
pums_ca_08900_02525,0608900,2018,24,3,25000_29999,2,married_couple,has_65_plus,65_plus,27800,2,1
pums_ca_08900_02526,0608900,2018,11,2,60000_74999,4_plus,married_couple,has_65_plus,65_plus,65000,4,1
pums_ca_08900_02527,0608900,2018,44,2,15000_19999,2,nonfamily_not_living_alone,no_65_plus,18_34,16000,2,7
pums_ca_08900_02528,0608900,2018,17,1,10000_14999,1,nonfamily_not_living_alone,has_65_plus,65_plus,10800,1,6
pums_ca_08900_02529,0608900,2018,9,1,10000_14999,1,nonfamily_living_alone,has_65_plus,65_plus,12000,1,4
pums_ca_08900_02530,0608900,2018,15,6,100000_124999,2,married_couple,no_65_plus,35_64,117700,2,1
pums_ca_08900_02531,0608900,2018,13,3,100000_124999,4_plus,nonfamily_living_alone,no_65_plus,35_64,105200,4,5
pums_ca_08900_02532,0608900,2018,22,3,10000_14999,2,other_male_householder,no_65_plus,18_34,13000,2,2
pums_ca_08900_02533,0608900,2018,8,2,75000_99999,2,married_couple,no_65_plus,35_64,86500,2,1
pums_ca_08900_02534,0608900,2018,75,1,10000_14999,1,nonfamily_living_alone,no_65_plus,35_64,10000,1,4
pums_ca_08900_02535,0608900,2018,18,1,50000_59999,1,nonfamily_not_living_alone,no_65_plus,35_64,52900,1,6
pums_ca_08900_02536,0608900,2018,1,2,75000_99999,4_plus,married_couple,no_65_plus,35_64,91810,6,1
pums_ca_08900_02537,0608900,2018,15,1,50000_59999,1,nonfamily_not_living_alone,has_65_plus,65_plus,51020,1,6
pums_ca_08900_02538,0608900,2018,32,2,45000_49999,2,married_couple,no_65_plus,18_34,46000,2,1
pums_ca_08900_02539,0608900,2018,26,4,50000_59999,3,married_couple,no_65_plus,35_64,52000,3,1
pums_ca_08900_02540,0608900,2018,8,2,60000_74999,3,nonfamily_living_alone,no_65_plus,35_64,63000,3,5
pums_ca_08900_02541,0608900,2018,7,3,60000_74999,3,married_couple,no_65_plus,35_64,60000,3,1
pums_ca_08900_02542,0608900,2018,14,3,100000_124999,3,married_couple,no_65_plus,35_64,109200,3,1
pums_ca_08900_02543,0608900,2018,13,2,60000_74999,1,other_female_householder,no_65_plus,35_64,65000,1,3
pums_ca_08900_02544,0608900,2018,14,2,15000_19999,1,married_couple,no_65_plus,35_64,18000,1,1
pums_ca_08900_02545,0608900,2018,10,1,10000_14999,0,nonfamily_not_living_alone,has_65_plus,65_plus,11000,0,6
pums_ca_08900_02546,0608900,2018,15,2,75000_99999,2,married_couple,no_65_plus,18_34,76000,2,1
pums_ca_08900_02547,0608900,2018,13,1,25000_29999,1,nonfamily_not_living_alone,has_65_plus,65_plus,26200,1,6
pums_ca_08900_02548,0608900,2018,13,7,50000_59999,3,married_couple,no_65_plus,18_34,57000,3,1
pums_ca_08900_02549,0608900,2018,7,1,15000_19999,2,nonfamily_living_alone,has_65_plus,65_plus,15300,2,4
pums_ca_08900_02550,0608900,2018,25,4,75000_99999,3,married_couple,no_65_plus,35_64,99400,3,1
pums_ca_08900_02551,0608900,2018,13,1,15000_19999,1,nonfamily_living_alone,has_65_plus,65_plus,17000,1,4
pums_ca_08900_02552,0608900,2018,11,2,150000_199999,2,married_couple,no_65_plus,35_64,183000,2,1
pums_ca_08900_02553,0608900,2018,13,4,25000_29999,2,married_couple,no_65_plus,35_64,27600,2,1
pums_ca_08900_02554,0608900,2018,13,2,100000_124999,2,married_couple,no_65_plus,35_64,108000,2,1
pums_ca_08900_02555,0608900,2018,20,1,10000_14999,1,nonfamily_living_alone,no_65_plus,35_64,14000,1,4
pums_ca_08900_02556,0608900,2018,6,1,10000_14999,1,nonfamily_living_alone,no_65_plus,35_64,10000,1,4
pums_ca_08900_02557,0608900,2018,5,2,200000_plus,3,married_couple,has_65_plus,65_plus,665100,3,1
pums_ca_08900_02558,0608900,2018,16,2,30000_34999,1,married_couple,has_65_plus,65_plus,32700,1,1
pums_ca_08900_02559,0608900,2018,11,3,20000_24999,2,married_couple,no_65_plus,35_64,20200,2,1
pums_ca_08900_02560,0608900,2018,15,3,45000_49999,2,married_couple,has_65_plus,65_plus,48400,2,1
pums_ca_08900_02561,0608900,2018,12,1,30000_34999,0,nonfamily_living_alone,has_65_plus,65_plus,32300,0,4
pums_ca_08900_02562,0608900,2018,9,6,100000_124999,3,married_couple,no_65_plus,35_64,100000,3,1
pums_ca_08900_02563,0608900,2018,7,2,50000_59999,1,married_couple,has_65_plus,65_plus,56400,1,1
pums_ca_08900_02564,0608900,2018,4,2,150000_199999,2,married_couple,has_65_plus,65_plus,153200,2,1
pums_ca_08900_02565,0608900,2018,18,1,40000_44999,1,nonfamily_not_living_alone,has_65_plus,65_plus,43000,1,6
pums_ca_08900_02566,0608900,2018,7,1,20000_24999,2,nonfamily_living_alone,no_65_plus,35_64,23300,2,4
pums_ca_08900_02567,0608900,2018,26,1,100000_124999,1,nonfamily_not_living_alone,has_65_plus,65_plus,105000,1,6
pums_ca_08900_02568,0608900,2018,22,1,30000_34999,1,nonfamily_living_alone,no_65_plus,35_64,32000,1,4
pums_ca_08900_02569,0608900,2018,22,2,60000_74999,1,other_male_householder,no_65_plus,35_64,72000,1,2
pums_ca_08900_02570,0608900,2018,19,2,30000_34999,3,married_couple,has_65_plus,65_plus,34800,3,1
pums_ca_08900_02571,0608900,2018,14,4,75000_99999,2,married_couple,no_65_plus,35_64,82360,2,1
pums_ca_08900_02572,0608900,2018,23,4,75000_99999,4_plus,married_couple,no_65_plus,35_64,81500,4,1
pums_ca_08900_02573,0608900,2018,10,4,125000_149999,4_plus,married_couple,no_65_plus,35_64,125000,4,1
pums_ca_08900_02574,0608900,2018,22,1,25000_29999,1,nonfamily_not_living_alone,has_65_plus,65_plus,28400,1,6
pums_ca_08900_02575,0608900,2018,4,2,150000_199999,3,married_couple,no_65_plus,35_64,150000,3,1
pums_ca_08900_02576,0608900,2018,11,3,75000_99999,3,married_couple,no_65_plus,35_64,82500,3,1
pums_ca_08900_02577,0608900,2018,14,3,20000_24999,1,other_female_householder,no_65_plus,35_64,20000,1,3
pums_ca_08900_02578,0608900,2018,2,4,20000_24999,3,other_female_householder,has_65_plus,65_plus,23450,3,3
pums_ca_08900_02579,0608900,2018,25,10,50000_59999,2,married_couple,has_65_plus,65_plus,53000,2,1
pums_ca_08900_02580,0608900,2018,13,1,10000_14999,2,nonfamily_not_living_alone,has_65_plus,65_plus,14000,2,6
pums_ca_08900_02581,0608900,2018,14,1,20000_24999,0,nonfamily_living_alone,has_65_plus,65_plus,23000,0,4
pums_ca_08900_02582,0608900,2018,49,2,30000_34999,2,married_couple,no_65_plus,35_64,30000,2,1
pums_ca_08900_02583,0608900,2018,12,2,40000_44999,3,other_male_householder,no_65_plus,35_64,40500,3,2
pums_ca_08900_02584,0608900,2018,9,1,50000_59999,3,nonfamily_living_alone,no_65_plus,35_64,59000,3,4
pums_ca_08900_02585,0608900,2018,31,1,lt_10000,0,nonfamily_living_alone,no_65_plus,35_64,0,0,4
pums_ca_08900_02586,0608900,2018,21,2,10000_14999,0,nonfamily_living_alone,no_65_plus,35_64,10000,0,5
pums_ca_08900_02587,0608900,2018,12,2,35000_39999,1,married_couple,no_65_plus,35_64,39000,1,1
pums_ca_08900_02588,0608900,2018,5,4,200000_plus,4_plus,married_couple,no_65_plus,35_64,210000,6,1
pums_ca_08900_02589,0608900,2018,18,6,75000_99999,2,married_couple,no_65_plus,35_64,91800,2,1
pums_ca_08900_02590,0608900,2018,33,1,lt_10000,1,nonfamily_not_living_alone,no_65_plus,35_64,9000,1,6
pums_ca_08900_02591,0608900,2018,7,4,150000_199999,4_plus,married_couple,no_65_plus,35_64,177000,4,1
pums_ca_08900_02592,0608900,2018,8,3,75000_99999,3,married_couple,no_65_plus,35_64,78300,3,1
pums_ca_08900_02593,0608900,2018,8,2,75000_99999,2,married_couple,has_65_plus,65_plus,80400,2,1
pums_ca_08900_02594,0608900,2018,20,2,lt_10000,2,married_couple,no_65_plus,35_64,0,2,1
pums_ca_08900_02595,0608900,2018,18,1,15000_19999,1,nonfamily_not_living_alone,has_65_plus,65_plus,15500,1,6
pums_ca_08900_02596,0608900,2018,20,2,75000_99999,3,married_couple,has_65_plus,35_64,95000,3,1
pums_ca_08900_02597,0608900,2018,14,2,10000_14999,1,other_female_householder,no_65_plus,35_64,10800,1,3
pums_ca_08900_02598,0608900,2018,26,4,35000_39999,2,other_female_householder,no_65_plus,35_64,36800,2,3
pums_ca_08900_02599,0608900,2018,12,2,15000_19999,0,other_female_householder,has_65_plus,35_64,17000,0,3
pums_ca_08900_02600,0608900,2018,13,2,125000_149999,2,married_couple,has_65_plus,65_plus,126000,2,1
pums_ca_08900_02601,0608900,2018,12,1,10000_14999,1,nonfamily_living_alone,has_65_plus,65_plus,10000,1,4
pums_ca_08900_02602,0608900,2018,12,2,75000_99999,3,married_couple,no_65_plus,35_64,93000,3,1
pums_ca_08900_02603,0608900,2018,13,2,25000_29999,1,nonfamily_living_alone,no_65_plus,35_64,28500,1,5
pums_ca_08900_02604,0608900,2018,4,2,150000_199999,1,married_couple,has_65_plus,65_plus,168500,1,1
pums_ca_08900_02605,0608900,2018,13,4,45000_49999,2,married_couple,no_65_plus,35_64,48000,2,1
pums_ca_08900_02606,0608900,2018,9,1,10000_14999,1,nonfamily_not_living_alone,has_65_plus,65_plus,10000,1,6
pums_ca_08900_02607,0608900,2018,4,2,30000_34999,3,married_couple,no_65_plus,35_64,33804,3,1
pums_ca_08900_02608,0608900,2018,32,3,10000_14999,1,other_female_householder,no_65_plus,35_64,13400,1,3
pums_ca_08900_02609,0608900,2018,7,3,lt_10000,3,other_female_householder,no_65_plus,35_64,6500,3,3
pums_ca_08900_02610,0608900,2018,16,1,25000_29999,2,nonfamily_living_alone,has_65_plus,65_plus,29000,2,4
pums_ca_08900_02611,0608900,2018,15,2,50000_59999,2,married_couple,has_65_plus,65_plus,56350,2,1
pums_ca_08900_02612,0608900,2018,16,2,100000_124999,2,married_couple,no_65_plus,35_64,110000,2,1
pums_ca_08900_02613,0608900,2018,15,1,30000_34999,4_plus,nonfamily_not_living_alone,has_65_plus,65_plus,32400,4,6
pums_ca_08900_02614,0608900,2018,14,2,45000_49999,1,other_female_householder,has_65_plus,65_plus,46800,1,3
pums_ca_08900_02615,0608900,2018,29,3,10000_14999,1,other_female_householder,no_65_plus,18_34,12000,1,3
pums_ca_08900_02616,0608900,2018,22,3,100000_124999,3,married_couple,no_65_plus,35_64,118700,3,1
pums_ca_08900_02617,0608900,2018,8,4,200000_plus,4_plus,married_couple,no_65_plus,35_64,348000,5,1
pums_ca_08900_02618,0608900,2018,16,2,15000_19999,1,married_couple,no_65_plus,18_34,16000,1,1
pums_ca_08900_02619,0608900,2018,13,2,60000_74999,2,married_couple,no_65_plus,18_34,65000,2,1
pums_ca_08900_02620,0608900,2018,31,5,45000_49999,2,married_couple,no_65_plus,18_34,48000,2,1
pums_ca_08900_02621,0608900,2018,11,2,35000_39999,2,other_male_householder,no_65_plus,35_64,39300,2,2
pums_ca_08900_02622,0608900,2018,16,2,200000_plus,2,married_couple,has_65_plus,65_plus,342000,2,1
pums_ca_08900_02623,0608900,2018,9,2,30000_34999,2,married_couple,has_65_plus,65_plus,33600,2,1
pums_ca_08900_02624,0608900,2018,70,1,lt_10000,0,nonfamily_not_living_alone,has_65_plus,65_plus,6000,0,6
pums_ca_08900_02625,0608900,2018,3,3,125000_149999,3,married_couple,no_65_plus,35_64,126200,3,1
pums_ca_08900_02626,0608900,2018,17,2,75000_99999,2,married_couple,has_65_plus,65_plus,86900,2,1
pums_ca_08900_02627,0608900,2018,13,2,60000_74999,2,other_female_householder,has_65_plus,65_plus,62530,2,3
pums_ca_08900_02628,0608900,2018,13,3,100000_124999,2,married_couple,no_65_plus,18_34,122000,2,1
pums_ca_08900_02629,0608900,2018,4,1,lt_10000,1,nonfamily_living_alone,no_65_plus,35_64,1600,1,4
pums_ca_08900_02630,0608900,2018,34,3,75000_99999,1,married_couple,has_65_plus,65_plus,77400,1,1
pums_ca_08900_02631,0608900,2018,13,2,125000_149999,2,married_couple,has_65_plus,65_plus,127680,2,1
pums_ca_08900_02632,0608900,2018,14,5,40000_44999,2,married_couple,no_65_plus,35_64,40800,2,1
pums_ca_08900_02633,0608900,2018,24,2,50000_59999,2,nonfamily_living_alone,no_65_plus,18_34,57000,2,5
pums_ca_08900_02634,0608900,2018,6,5,35000_39999,2,married_couple,no_65_plus,35_64,39700,2,1
pums_ca_08900_02635,0608900,2018,24,3,150000_199999,3,married_couple,no_65_plus,35_64,199000,3,1
pums_ca_08900_02636,0608900,2018,9,2,150000_199999,3,married_couple,no_65_plus,35_64,159000,3,1
pums_ca_08900_02637,0608900,2018,9,1,20000_24999,1,nonfamily_living_alone,no_65_plus,18_34,20000,1,4
pums_ca_08900_02638,0608900,2018,16,3,30000_34999,1,other_female_householder,no_65_plus,18_34,30000,1,3
pums_ca_08900_02639,0608900,2018,5,3,40000_44999,3,married_couple,no_65_plus,35_64,40400,3,1
pums_ca_08900_02640,0608900,2018,43,2,15000_19999,1,married_couple,has_65_plus,35_64,17100,1,1
pums_ca_08900_02641,0608900,2018,13,2,30000_34999,1,married_couple,has_65_plus,65_plus,30400,1,1
pums_ca_08900_02642,0608900,2018,7,3,100000_124999,2,married_couple,has_65_plus,35_64,108000,2,1
pums_ca_08900_02643,0608900,2018,17,1,10000_14999,1,nonfamily_living_alone,no_65_plus,35_64,10700,1,4
pums_ca_08900_02644,0608900,2018,18,6,125000_149999,1,married_couple,no_65_plus,18_34,125600,1,1
pums_ca_08900_02645,0608900,2018,17,2,200000_plus,3,married_couple,has_65_plus,35_64,209600,3,1
pums_ca_08900_02646,0608900,2018,21,5,60000_74999,2,married_couple,no_65_plus,35_64,62000,2,1
pums_ca_08900_02647,0608900,2018,22,1,30000_34999,1,nonfamily_not_living_alone,has_65_plus,65_plus,33000,1,6
pums_ca_08900_02648,0608900,2018,14,6,75000_99999,0,married_couple,no_65_plus,35_64,87000,0,1
pums_ca_08900_02649,0608900,2018,12,1,35000_39999,1,nonfamily_not_living_alone,has_65_plus,65_plus,35300,1,6
pums_ca_08900_02650,0608900,2018,14,1,20000_24999,2,nonfamily_not_living_alone,has_65_plus,65_plus,23000,2,6
pums_ca_08900_02651,0608900,2018,10,1,lt_10000,1,nonfamily_not_living_alone,has_65_plus,65_plus,2800,1,6
pums_ca_08900_02652,0608900,2018,24,1,25000_29999,1,nonfamily_not_living_alone,has_65_plus,65_plus,26400,1,6
pums_ca_08900_02653,0608900,2018,20,2,20000_24999,2,married_couple,has_65_plus,65_plus,24700,2,1
pums_ca_08900_02654,0608900,2018,9,3,35000_39999,2,married_couple,no_65_plus,35_64,36700,2,1
pums_ca_08900_02655,0608900,2018,19,1,10000_14999,0,nonfamily_living_alone,no_65_plus,35_64,10800,0,4
pums_ca_08900_02656,0608900,2018,7,1,25000_29999,2,nonfamily_living_alone,has_65_plus,65_plus,27500,2,4
pums_ca_08900_02657,0608900,2018,24,1,50000_59999,2,nonfamily_not_living_alone,no_65_plus,18_34,55000,2,6
pums_ca_08900_02658,0608900,2018,9,1,25000_29999,1,nonfamily_not_living_alone,has_65_plus,65_plus,26000,1,6
pums_ca_08900_02659,0608900,2018,17,4,50000_59999,4_plus,married_couple,no_65_plus,35_64,57400,4,1
pums_ca_08900_02660,0608900,2018,14,1,10000_14999,1,nonfamily_not_living_alone,no_65_plus,35_64,12000,1,6
pums_ca_08900_02661,0608900,2018,12,1,45000_49999,1,nonfamily_not_living_alone,has_65_plus,65_plus,47000,1,6
pums_ca_08900_02662,0608900,2018,14,2,75000_99999,2,married_couple,no_65_plus,35_64,78400,2,1
pums_ca_08900_02663,0608900,2018,8,2,25000_29999,2,married_couple,has_65_plus,65_plus,27000,2,1
pums_ca_08900_02664,0608900,2018,13,2,200000_plus,2,married_couple,has_65_plus,65_plus,702200,2,1
pums_ca_08900_02665,0608900,2018,16,5,20000_24999,2,married_couple,no_65_plus,18_34,22000,2,1
pums_ca_08900_02666,0608900,2018,4,2,60000_74999,2,married_couple,has_65_plus,65_plus,60810,2,1
pums_ca_08900_02667,0608900,2018,7,4,150000_199999,3,married_couple,no_65_plus,35_64,155000,3,1
pums_ca_08900_02668,0608900,2018,10,2,10000_14999,1,married_couple,no_65_plus,35_64,10800,1,1
pums_ca_08900_02669,0608900,2018,37,3,50000_59999,2,married_couple,has_65_plus,35_64,57000,2,1
pums_ca_08900_02670,0608900,2018,12,4,40000_44999,0,married_couple,no_65_plus,35_64,42300,0,1
pums_ca_08900_02671,0608900,2018,15,4,50000_59999,2,other_male_householder,has_65_plus,35_64,51700,2,2
pums_ca_08900_02672,0608900,2018,34,2,50000_59999,2,married_couple,no_65_plus,35_64,52000,2,1
pums_ca_08900_02673,0608900,2018,15,4,200000_plus,3,other_male_householder,no_65_plus,35_64,733000,3,2
pums_ca_08900_02674,0608900,2018,7,1,10000_14999,1,nonfamily_living_alone,no_65_plus,35_64,10600,1,4
pums_ca_08900_02675,0608900,2018,2,1,40000_44999,2,nonfamily_not_living_alone,has_65_plus,65_plus,41800,2,6
pums_ca_08900_02676,0608900,2018,5,1,10000_14999,0,nonfamily_not_living_alone,has_65_plus,65_plus,11000,0,6
pums_ca_08900_02677,0608900,2018,7,1,45000_49999,1,nonfamily_not_living_alone,no_65_plus,35_64,48700,1,6
pums_ca_08900_02678,0608900,2018,10,2,60000_74999,2,other_male_householder,no_65_plus,35_64,65000,2,2
pums_ca_08900_02679,0608900,2018,11,2,100000_124999,3,married_couple,has_65_plus,65_plus,100000,3,1
pums_ca_08900_02680,0608900,2018,10,2,50000_59999,1,married_couple,no_65_plus,35_64,50000,1,1
pums_ca_08900_02681,0608900,2018,11,1,20000_24999,1,nonfamily_living_alone,no_65_plus,35_64,24000,1,4
pums_ca_08900_02682,0608900,2018,13,2,10000_14999,0,other_female_householder,no_65_plus,35_64,10300,0,3
pums_ca_08900_02683,0608900,2018,12,4,75000_99999,2,other_female_householder,no_65_plus,35_64,88300,2,3
pums_ca_08900_02684,0608900,2018,2,1,lt_10000,2,nonfamily_living_alone,has_65_plus,65_plus,7110,2,4
pums_ca_08900_02685,0608900,2018,17,2,35000_39999,2,nonfamily_living_alone,no_65_plus,18_34,35800,2,5
pums_ca_08900_02686,0608900,2018,34,4,15000_19999,3,married_couple,has_65_plus,65_plus,17000,3,1
pums_ca_08900_02687,0608900,2018,4,4,150000_199999,3,nonfamily_not_living_alone,no_65_plus,35_64,174000,3,7
pums_ca_08900_02688,0608900,2018,71,2,60000_74999,2,married_couple,no_65_plus,35_64,64000,2,1
pums_ca_08900_02689,0608900,2018,2,2,125000_149999,2,married_couple,has_65_plus,65_plus,142500,2,1
pums_ca_08900_02690,0608900,2018,6,2,75000_99999,3,married_couple,has_65_plus,65_plus,87020,3,1
pums_ca_08900_02691,0608900,2018,36,3,50000_59999,3,other_female_householder,no_65_plus,35_64,52000,3,3
pums_ca_08900_02692,0608900,2018,27,2,50000_59999,2,nonfamily_not_living_alone,no_65_plus,35_64,50300,2,7
pums_ca_08900_02693,0608900,2018,19,1,lt_10000,1,nonfamily_not_living_alone,has_65_plus,65_plus,9600,1,6
pums_ca_08900_02694,0608900,2018,4,1,20000_24999,3,nonfamily_living_alone,has_65_plus,65_plus,23900,3,4
pums_ca_08900_02695,0608900,2018,15,1,45000_49999,2,nonfamily_living_alone,no_65_plus,35_64,45000,2,4
